source;target
Pugh, Sarah,;Chapman, Maria Weston,
Ashurst, W. H.;Garrison, William Lloyd,
Child,;Moody, Loring,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
M'Kim, J. Miller;Weston,
Chapman, Maria Weston,;Estlin, Mary Anne,
Denton, Elizabeth M. Foote.;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Bleby, Henry,;Garrison, William Lloyd,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Chapman, Maria Weston,;Garrison, William Lloyd,
Child,;Garrison, William Lloyd,
Chapman, Maria Weston,;Child, David Lee,
Estlin, J. B.;May, Samuel,
Weston, Anne Warren,;Estlin, Mary Anne,
Barker, Thomas H.;Garrison, William Lloyd,
Brooks, Mary Merrick,;Weston, Caroline,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Collins, John A.;Chapman, Maria Weston,
Phillips, Wendell,;Weston, Anne Warren,
Laugel, Elizabeth Bates Chapman,;Weston, Emma Forbes,
Amos, J.;Garrison, William Lloyd,
Webb, Richard Davis,;Chapman, Maria Weston,
Child,;None
Garrison, William Lloyd,;Ross, Alexander Milton,
Allen, Stafford.;Garrison, William Lloyd,
Weston, R. Warren;Weston, Anne Warren,
Fairbanks, Asa,;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Deborah,
Davies, Ebenezer,;Garrison, William Lloyd,
Estlin, J. B.;Weston, Caroline,
Chandler, William E.;Garrison, William Lloyd,
Pillsbury, Parker,;May, Samuel,
Child, David Lee,;Chapman, Maria Weston,
Cavner, George W.;Garrison, William Lloyd,
Pugh, Sarah,;Chapman, Maria Weston,
Estlin, J. B.;Weston, Emma Forbes,
Grew, Mary,;Weston,
Child, David Lee,;Garrison, William Lloyd,
Garrison, William Lloyd,;Johnson, Oliver,
Ashley, James Mitchell,;Garrison, William Lloyd,
Pugh, Sarah,;Chapman, Maria Weston,
Weston, Anne Warren,;Estlin, J. B.
Thompson, George,;Garrison, William Lloyd,
Chapman, Maria Weston,;Estlin, Mary Anne,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Metford, Jane E.,;Garrison, William Lloyd,
Webb, Richard Davis,;Weston, Caroline,
Doolittle, Alvan.;Garrison, William Lloyd,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Estlin, J. B.;Weston, Caroline,
May, Samuel,;Burleigh, Charles C.
Foster, Abby Kelley,;Garrison, William Lloyd,
Harris, Edward,;Weston, Anne Warren,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Chace, Elizabeth Buffum,;Garrison, William Lloyd,
Haughton, Samuel.;Garrison, William Lloyd,
Estlin, J. B.;Chapman, Maria Weston,
Allen, Annie.;Chapman, Maria Weston,
Weston, Deborah,;Weston, Caroline,
Chapman, Maria Weston,;Weston, Deborah,
Foster, Abby Kelley,;Garrison, William Lloyd,
Quincy, Edmund,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Anne Warren,
M'Kim, J. Miller;Chapman, Maria Weston,
May, Samuel,;Burleigh, Charles C.
Endicott, William,;Garrison, William Lloyd,
Garrison, William Lloyd,;Hazeltine, Charles,
Ricketson, Joseph.;Weston, Deborah,
Marsh, R. V.;Garrison, William Lloyd,
Gage, Frances Dana,;Garrison, William Lloyd,
Garrison, William Lloyd,;Garrison, Francis Jackson,
Weston, R. Warren;Weston, Deborah,
Chapman, Maria Weston,;May, Samuel,
Follen, Eliza Lee Cabot,;Chapman, Maria Weston,
Garrison, William Lloyd,;Knapp, Isaac,
Chapman, Mary Gray,;Garrison, William Lloyd,
Chesson, F. W.;Garrison, William Lloyd,
Johnson, Oliver,;May, Samuel,
Greenwood, Grace,;Garrison, William Lloyd,
Chapman, Maria Weston,;May, Samuel,
Blackwell, Henry Browne,;Garrison, William Lloyd,
Drake, Frances H.;Weston, Anne Warren,
Weston, Caroline,;Phillips, Ann Terry Greene,
None;Chase, Salmon P.
Garrison, William Lloyd,;Cowing, Cornelius,
Child,;Child,
Webb, Richard Davis,;Chapman, Maria Weston,
Brooke, Abraham.;Chapman, Maria Weston,
Case, Truman.;Garrison, William Lloyd,
May, Samuel,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Hesse, Augustus,;Weston, Deborah,
Thompson, George,;Garrison, William Lloyd,
Ballou, Adin,;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Garrison, William Lloyd,;Garrison, Francis Jackson,
Ashurst, William Henry.;Garrison, William Lloyd,
May, Samuel,;Garrison, William Lloyd,
Gay, Sydney Howard,;May, Samuel,
Pope, Augustus R.;None
Armstrong, Frances.;May, Samuel,
Weston, Anne Warren,;May, Samuel,
Weston, Anne Warren,;Weston, Mary,
Anthony, Susan B.;Garrison, William Lloyd,
Garrison, William Lloyd,;May, Samuel J.
Weston, Anne Warren,;Garrison, William Lloyd,
Garrison, William Lloyd,;Johnson, Oliver,
Shackleton, Mary.;Weston, Anne Warren,
None;May, Samuel,
Smith, Evelina A. S.;Weston, Caroline,
Weston, R. Warren;Weston, Deborah,
May, Samuel,;Burleigh, Charles C.
Garrison, William Lloyd,;Garrison, William Lloyd,
May, Samuel,;Estlin, J. B.
Quincy, Edmund,;Weston, Caroline,
Shaw, Sarah Blake Sturgis,;Chapman, Maria Weston,
May, Samuel,;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, William Lloyd,
Steinthal, S. Alfred.;May, Samuel,
Pugh, Sarah,;Chapman, Maria Weston,
Blanchard, George A.,;Blanchard, Frances Ann Brown Sargent,
Morton, D.;May, Samuel,
Weston, Anne Warren,;Weston, Deborah,
Child, David Lee,;Chapman, Maria Weston,
Russell, G. R.;Chapman, Maria Weston,
Weston, R. Warren;Weston, Deborah,
Chapman, Maria Weston,;Garrison, William Lloyd,
Stowe, Harriet Beecher,;None
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Drake, Frances H.;Chapman, Maria Weston,
May, Samuel,;Foster, Daniel,
Garrison, William Lloyd,;Guiney, Patrick R.
Davis, Edward Morris,;Chapman, Maria Weston,
Cooley, Aaron.;Garrison, William Lloyd,
Quincy, Edmund,;Weston, Caroline,
Chapman, Maria Weston,;None
Ammidon, Sylvia Ann.;Weston, Deborah,
Barker, Thomas H.;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, William Lloyd,
Pugh, Sarah,;Chapman, Maria Weston,
Paton, Andrew,;Chapman, Maria Weston,
Snodgrass, J. E.;Chapman, Maria Weston,
Child,;Child,
Webb, Richard Davis,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Deland, W. L.;Chapman, Maria Weston,
Wigham, Jane.;Chapman, Maria Weston,
May, Samuel,;Webb, Richard Davis,
Cummings, Amos.;Chapman, Maria Weston,
Chapman, Maria Weston,;Weston, Caroline,
Higginson, Thomas Wentworth,;Garrison, William Lloyd,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
May, Samuel,;Weston, Anne Warren,
Abbott, Lyman,;Garrison, William Lloyd,
Garrison, William Lloyd,;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, Francis Jackson,
Thompson, George,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Anne Warren,
Chapman, Maria Weston,;None
Weston, Deborah,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Anne Warren,
Estlin, J. B.;Weston, Anne Warren,
Hollins, Annie Neill.;Garrison, William Lloyd,
Cooper, Joseph,;Garrison, William Lloyd,
Child,;Child,
Wilson, Henry,;Garrison, William Lloyd,
Hesse, Augustus,;Weston, Deborah,
Brooks, Mary Merrick,;Chapman, Maria Weston,
Holley, Sallie,;Weston, Anne Warren,
Chapman, Maria Weston,;Harring, Harro,
Ashmead, L. P.;Weston, Deborah,
Cooper, Joseph,;Garrison, William Lloyd,
May, Samuel,;May, Samuel,
Clarke, James Freeman,;May, Samuel,
Webb, Richard Davis,;Weston, Caroline,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Lupton, Joseph.;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Weston, R. Warren;Weston, Deborah,
Powell, Aaron M.;May, Samuel,
Webb, Richard Davis,;Chapman, Maria Weston,
May, Samuel,;Brown, J.,
Weston, Anne Warren,;Garrison, William Lloyd,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Webb, Richard Davis,;Chapman, Maria Weston,
Barker, Thomas H.;Garrison, William Lloyd,
Sewall, Samuel E.;Garrison, William Lloyd,
Harris, Edward,;Garrison, William Lloyd,
Welsh, Mary,;Chapman, Maria Weston,
Estlin, Mary Anne,;Weston, Anne Warren,
Argyll, Elizabeth Georgiana Campbell,;Garrison, William Lloyd,
Garrison, William Lloyd,;Johnson, Oliver,
Webb, Richard Davis,;Weston, Anne Warren,
None;Weston, Deborah,
Farnsworth, Amos,;Weston, Anne Warren,
Chesson, F. W.;May, Samuel,
Child,;Garrison, William Lloyd,
Payne, H. B.;Garrison, William Lloyd,
Webb, Hannah,;Chapman, Maria Weston,
Evans, A. R.;Garrison, William Lloyd,
Whittier, John Greenleaf,;Garrison, William Lloyd,
Ashurst, William Henry.;Garrison, William Lloyd,
Weston, Anne Warren,;Estlin, J. B.
Chapman, Maria Weston,;Estlin, Mary Anne,
Hesse, Augustus,;Weston, Deborah,
None;None
Cowen, Joseph,;Garrison, William Lloyd,
Estlin, J. B.;May, Samuel,
Child,;Garrison, William Lloyd,
Webb, Richard Davis,;Chapman, Maria Weston,
Ashurst, William Henry.;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, William Lloyd,
Giddings, Joshua R.;Garrison, William Lloyd,
Hesse, Augustus,;Weston, Deborah,
Lecomte, Floreska.;Chapman, Maria Weston,
Garrison, William Lloyd,;Weston, Anne Warren,
Garrison, William Lloyd,;Chapman, Maria Weston,
Webb, Richard Davis,;Weston, Emma Forbes,
Cookman, George G.;Coffin, Joshua,
Ricketson, Joseph.;Weston, Deborah,
Grew, Mary,;Garrison, William Lloyd,
Birney, John.;Garrison, William Lloyd,
Carpenter, Mary,;Chapman, Maria Weston,
Barker, Thomas H.;Garrison, William Lloyd,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Carpenter, Mary,;Garrison, William Lloyd,
Bradburn, George,;Garrison, William Lloyd,
May, Samuel,;Martineau, James,
Giddings, Lura Maria,;May, Samuel,
Webb, Richard Davis,;Weston, Anne Warren,
Child, David Lee,;Chapman, Maria Weston,
Russell, G. R.;Weston, Anne Warren,
Jackson, Edmund,;Garrison, William Lloyd,
Webb, Richard Davis,;Chapman, Maria Weston,
Ricketson, Daniel,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Anne Warren,
Ashley, William.;Garrison, William Lloyd,
Garrison, William Lloyd,;Johnson, Oliver,
Cogan, Sarah.;Chapman, Maria Weston,
Chapman, Maria Weston,;Garrison, William Lloyd,
Armstrong, George,;May, Samuel,
Quincy, Edmund,;Chapman, Maria Weston,
Chapman, Maria Weston,;Laugel, Elizabeth Bates Chapman,
Tyler, Moses Coit,;Garrison, William Lloyd,
May, Samuel,;Chapman, Maria Weston,
Howe, S. G.;Weston, Anne Warren,
Giddings, Joshua R.;Garrison, William Lloyd,
Gage, Frances Dana,;Garrison, William Lloyd,
Phillips, Ann Terry Greene,;Weston, Deborah,
Quincy, Edmund,;Chapman, Maria Weston,
Buell, Charles E.;Garrison, William Lloyd,
Brooks, Mary Merrick,;Weston, Anne Warren,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Chapman, Henry Grafton,;Weston, Deborah,
Child,;Child,
Thompson, George,;Garrison, William Lloyd,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Ricketson, Joseph.;Weston, Deborah,
Estlin, J. B.;Chapman, Maria Weston,
Davison, Henry W.;Garrison, William Lloyd,
Fox, Henry J.,;Garrison, William Lloyd,
Bevan, Hannah M.;Chapman, Maria Weston,
Weston, Caroline,;May, Samuel,
None;None
Grew, Mary,;Chapman, Maria Weston,
Johnson, Oliver,;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, William Lloyd,
Dow, Neal,;Garrison, William Lloyd,
Goodell, William,;Jackson, Francis,
Garrison, William Lloyd,;None
Chapman, Maria Weston,;Estlin, Mary Anne,
Pillsbury, Parker,;May, Samuel,
Smith, Gerrit,;Garrison, William Lloyd,
Stone, Lucy,;Garrison, William Lloyd,
Chapman, Maria Weston,;None
Whitelegge, Rebecca.;Weston, Caroline,
Webb, Richard Davis,;Chapman, Maria Weston,
Elmy, Benjamin Wolstenholme.;Garrison, William Lloyd,
Child,;Wallcut, Robert Folger,
Chapman, Maria Weston,;Estlin, Mary Anne,
Marshall, Theodoria.;Garrison, William Lloyd,
May, Samuel,;Burleigh, Charles C.
May, Samuel,;Weston,
Emerson, John F.;Weston, Deborah,
Chapman, Maria Weston,;Garrison, William Lloyd,
Estlin, J. B.;Weston, Caroline,
Paton, Catherine.;Chapman, Maria Weston,
Chapman, Maria Weston,;None
Estlin, J. B.;Chapman, Maria Weston,
Estlin, Mary Anne,;Weston,
Mandell, Abby Osgood,;Weston, Deborah,
Gaël, A.;Garrison, William Lloyd,
Bowden, William J.;Garrison, William Lloyd,
Wright, Albert J.;Garrison, William Lloyd,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Browne, Lucy.;Chapman, Maria Weston,
Chapman, Maria Weston,;Estlin, J. B.
Martineau, Harriet,;Garrison, William Lloyd,
Webb, Richard Davis,;Weston, Anne Warren,
May, Samuel,;Chapman, Maria Weston,
Phillips, Wendell,;Chapman, Maria Weston,
Chapman, Maria Weston,;May, Samuel,
Earle, Sarah Hussey,;Chapman, Maria Weston,
May, Samuel,;Burleigh, Charles C.
Weston, Deborah,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Anne Warren,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Boyce, Eliza.;Chapman, Maria Weston,
Allen, Charles,;Garrison, William Lloyd,
None;Garrison, William Lloyd,
Gay, Sydney Howard,;Garrison, William Lloyd,
Chapman, Mary Gray,;May, Samuel,
Chapman, Maria Weston,;Weston, Caroline,
Webb, Richard Davis,;May, Samuel,
Garrison, William Lloyd,;Wright, Henry Clarke,
Chapman, Maria Weston,;Child, David Lee,
Garrison, William Lloyd,;Weston, Anne Warren,
None;Stoughton, Asa.
Carpenter, Mary,;Garrison, William Lloyd,
Cox, Hannah Pierce,;Garrison, William Lloyd,
Weston, Deborah,;Weston, Lucia,
Quincy, Edmund,;Chapman, Maria Weston,
May, Samuel,;Weston, Anne Warren,
Estlin, Mary Anne,;Weston, Caroline,
Webb, Richard Davis,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel J.
Child,;Griswold, Rufus W.
Allen, Annie.;Chapman, Maria Weston,
Chapman, Maria Weston,;Channing, Walter,
Estlin, Mary Anne,;Garrison, William Lloyd,
Garrison, William Lloyd,;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Weston, Anne Warren,;Estlin, Mary Anne,
Estlin, Mary Anne,;Garrison, William Lloyd,
Anthony, Susan B.;Garrison, William Lloyd,
Estlin, J. B.;Weston, Caroline,
Chase, M. E.;Chapman, Maria Weston,
May, Samuel,;Weston,
Davis, Edward Morris,;Chapman, Maria Weston,
Hooper, Ellen Sturgis.;Chapman, Maria Weston,
Weston, Anne Warren,;Estlin, Mary Anne,
Abbott, Lyman,;Garrison, William Lloyd,
May, Samuel,;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, William Lloyd,
Chesson, F. W.;Garrison, William Lloyd,
Ballou, Adin,;Garrison, William Lloyd,
Fields, Annie,;Garrison, William Lloyd,
Hesse, Augustus,;Weston, Deborah,
Channing, William F.;Weston, Anne Warren,
Chapman, Maria Weston,;Estlin, Mary Anne,
Chapman, Maria Weston,;Garrison, William Lloyd,
Dicey, Anne Greene Chapman,;Garrison, William Lloyd,
None;Weston, Deborah,
Chapman, Maria Weston,;Chapman, Henry Grafton,
May, Samuel,;Weston,
May, Samuel,;Foster, Daniel,
Weston, R. Warren;Weston, Deborah,
Helper, Hinton Rowan,;Garrison, William Lloyd,
Chapman, Maria Weston,;Garrison, Francis Jackson,
Coates, Edwin H.;Chapman, Maria Weston,
Weston, Caroline,;None
Horton, Jacob,;Garrison, William Lloyd,
Drake, Frances H.;Chapman, Maria Weston,
Estlin, Mary Anne,;Chapman, Maria Weston,
May, Samuel,;Weston, Anne Warren,
Griffin, William P.;Chapman, Maria Weston,
Chapman, Maria Weston,;Laugel, Elizabeth Bates Chapman,
Garrison, William Lloyd,;May, Samuel,
Chapman, Maria Weston,;Estlin, Mary Anne,
May, Samuel,;Estlin, J. B.
Laugel, Elizabeth Bates Chapman,;Weston, Deborah,
Webb, Richard Davis,;Weston, Caroline,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Estlin, J. B.;Weston, Caroline,
Cochran, Euphemia.;Garrison, William Lloyd,
Carpenter, Philip P.;Garrison, William Lloyd,
Estlin, J. B.;Chapman, Maria Weston,
Child,;Child,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Bramhall, Cornelius.;Garrison, William Lloyd,
May, Samuel,;Steinthal, S. Alfred,
Mott, Lucretia,;Chapman, Maria Weston,
Webb, Richard Davis,;Weston, Anne Warren,
May, Samuel J.;May, Samuel,
Weston, Anne Warren,;May, Samuel J.
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Estlin, J. B.
Weston, Anne Warren,;Garrison, William Lloyd,
Estlin, J. B.;Weston, Emma Forbes,
Estlin, Mary Anne,;Weston, Caroline,
Wiffen, Benjamin B.;Chapman, Maria Weston,
Chapman, Maria Weston,;Garrison, William Lloyd,
Chapman, Maria Weston,;Weston, Lucia,
Chapman, Henry Grafton,;Weston, Deborah,
Grew, Mary,;Garrison, William Lloyd,
Garrison, William Lloyd,;Wright, Albert J.,
Pugh, Sarah,;May, Samuel,
Weston, Caroline,;Phillips, Wendell,
Walker, Thomas.;Garrison, William Lloyd,
M'Kim, J. Miller;Garrison, William Lloyd,
Rodman, Eliza.;Weston, Anne Warren,
Barker, Thomas H.;Garrison, William Lloyd,
Lupton, Joseph.;Garrison, William Lloyd,
Weston, Anne Warren,;Garrison, William Lloyd,
May, Samuel,;Weston,
Chapman, Maria Weston,;None
Chapman, Maria Weston,;Estlin, Mary Anne,
Webb, Richard Davis,;Weston, Anne Warren,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Chapman, Maria Weston,;Garrison, William Lloyd,
Gibbons, J. S.;Garrison, William Lloyd,
Chapman, Maria Weston,;Jackson, Francis,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Anne Warren,;Weston, Deborah,
None;None
Webb, Richard Davis,;Weston, Anne Warren,
Child,;Chapman, Maria Weston,
Barlow, Hablo.;Chapman, Maria Weston,
Quincy, Edmund,;Weston, Caroline,
May, Samuel,;Webb, Richard Davis,
Chapman, Maria Weston,;Estlin, Mary Anne,
Weston, Anne Warren,;Weston, Deborah,
Webb, Richard Davis,;Weston, Caroline,
Garrison, William Lloyd,;None
Follen, Eliza Lee Cabot,;Chapman, Maria Weston,
Sewall, Samuel E.;Garrison, William Lloyd,
May, Samuel,;Chapman, Maria Weston,
May, Samuel,;Weston, Anne Warren,
Carpenter, Philip P.;Garrison, William Lloyd,
Ricketson, Joseph.;Weston, Caroline,
Carpenter, Mary,;Garrison, William Lloyd,
Blackwell, Antoinette Louisa Brown,;Garrison, William Lloyd,
Wigham, Eliza.;Garrison, William Lloyd,
Schoelcher, Victor,;Chapman, Maria Weston,
May, Samuel,;Weston, Anne Warren,
May, Samuel,;Webb, Richard Davis,
Fowler, L. N.;Garrison, William Lloyd,
Garrison, William Lloyd,;None
Estlin, J. B.;Chapman, Maria Weston,
Webb, Richard Davis,;Chapman, Maria Weston,
Peek, Alanson A.;Garrison, William Lloyd,
Donaldson, Christian.;Garrison, William Lloyd,
Weston, Anne Warren,;May, Samuel,
Weston, Anne Warren,;Weston, Deborah,
Orton, J. R.;Phillips, Wendell,
Weston, Rosamond.;Weston, Deborah,
Child,;Chapman, Maria Weston,
Chapman, Maria Weston,;Weston, Deborah,
Wigham, Eliza.;May, Samuel,
Chapman, Maria Weston,;Laugel, Elizabeth Bates Chapman,
M'Kim, J. Miller;Garrison, William Lloyd,
Child,;Colman, Samuel,
Chapman, Maria Weston,;May, Samuel,
Emerson, Lidian Jackson,;Garrison, William Lloyd,
Donaldson, Christian.;Garrison, William Lloyd,
Garrison, William Lloyd,;Connor, Rowland,
Garrison, William Lloyd,;Love, Alfred H.
Hill, Hamilton,;Garrison, William Lloyd,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Child,;Weston, Anne Warren,
Wigham, Eliza.;May, Samuel,
Webb, Richard Davis,;Chapman, Maria Weston,
Hesse, Augustus,;Weston, Deborah,
Smith, A. T.;Garrison, William Lloyd,
Burleigh, Margaret Jones.;Garrison, William Lloyd,
Chapman, Maria Weston,;Osgood, James R.
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Child,;Child,
Hager, Albert D.;Garrison, William Lloyd,
Estlin, J. B.;May, Samuel,
Doughty, George.;Garrison, William Lloyd,
Ricketson, Joseph.;Weston, Deborah,
Brooks, Mary Merrick,;Garrison, William Lloyd,
Weston, Deborah,;Chapman, Maria Weston,
Weston, Caroline,;Chapman, Maria Weston,
Estlin, Mary Anne,;Chapman, Maria Weston,
Child,;Garrison, William Lloyd,
Estlin, Mary Anne,;Chapman, Maria Weston,
Estlin, J. B.;Weston, Caroline,
Estlin, Mary Anne,;Chapman, Maria Weston,
Child,;Sargent, Epes,
Chapman, Maria Weston,;M'Kim, J. Miller
Chapman, Maria Weston,;Dicey, Anne Greene Chapman,
Webb, Richard Davis,;Chapman, Maria Weston,
Garrison, William Lloyd,;Weston, Anne Warren,
Whitelegge, Rebecca.;Chapman, Maria Weston,
May, Samuel,;Webb, Richard Davis,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Arnold, Elizabeth Rotch,;Weston,
Weston, Anne Warren,;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Ricketson, Joseph.;Weston, Deborah,
Pugh, Sarah,;Chapman, Maria Weston,
Chapman, Maria Weston,;Weston, Deborah,
Weston, R. Warren;Weston, Deborah,
Claflin, Jehiel.;Garrison, William Lloyd,
Chapman, Maria Weston,;Estlin, Mary Anne,
May, Samuel,;Webb, Richard Davis,
Carpenter, Philip P.;Garrison, William Lloyd,
Webb, Richard Davis,;Chapman, Maria Weston,
Chapman, Maria Weston,;Garrison, William Lloyd,
Weston, Anne Warren,;Garrison, William Lloyd,
Garrison, William Lloyd,;None
Drake, Frances H.;Chapman, Maria Weston,
Thompson, George,;Weston, Anne Warren,
Foster, Daniel,;May, Samuel,
Child, David Lee,;Chapman, Maria Weston,
Ballou, Adin,;Garrison, William Lloyd,
Hildreth, Richard,;Chapman, Maria Weston,
Chapman, Maria Weston,;Estlin, Mary Anne,
None;Garrison, William Lloyd,
Garrison, William Lloyd,;Grover, A. J.,
Chapman, Maria Weston,;Garrison, William Lloyd,
Gay, Sydney Howard,;Garrison, William Lloyd,
Pillsbury, Parker,;May, Samuel,
Webb, Richard Davis,;May, Samuel,
White, Hannah Ely.;Chapman, Maria Weston,
Child,;Weston, Anne Warren,
May, Samuel,;None
May, Samuel,;Webb, Richard Davis,
Thompson, George,;Weston, Anne Warren,
Farnham, Eliza W.;Garrison, William Lloyd,
M'Kim, J. Miller;Garrison, William Lloyd,
Ashurst, William Henry.;Garrison, William Lloyd,
Abbott, Lyman,;Garrison, William Lloyd,
Carpenter, Philip P.;Garrison, William Lloyd,
